date,ticker,sent,weight,conf
2022-03-23,2282.T,0.5591,0.514,0.7706
2022-03-25,2282.T,0.4175,0.5191,0.506
2022-03-25,2282.T,0.008,1.3022,0.519
2022-03-28,2282.T,0.0786,0.1,0.7126
2022-03-28,2282.T,0.6289,0.7131,0.7231
2022-03-30,2282.T,0.266,0.8907,0.5899
2022-04-01,2282.T,-0.52,0.9963,0.5498
2022-04-11,2282.T,0.1661,2.988,0.1582
2022-04-11,2282.T,-0.3763,0.6881,0.3354
2022-04-13,2282.T,0.4876,3.1551,0.6071
2022-04-15,2282.T,-0.4213,1.0429,0.5327
2022-04-15,2282.T,-0.1224,0.8635,0.5731
2022-04-15,2282.T,-0.1366,4.392,0.2499
2022-04-15,2282.T,0.0905,1.1145,0.4876
2022-04-15,2282.T,-0.1749,0.4511,0.4945
2022-04-15,2282.T,-0.3971,1.2936,0.2738
2022-04-21,2282.T,-0.0082,1.0105,0.8972
2022-04-25,2282.T,0.6496,2.0412,0.4005
2022-04-25,2282.T,0.4921,0.7702,0.448
2022-05-12,2282.T,-0.0407,2.118,0.6548
2022-05-12,2282.T,-0.0828,0.9434,0.4363
2022-05-19,2282.T,-0.538,6.0742,0.5509
2022-05-27,2282.T,-0.5314,1.937,0.524
2022-05-27,2282.T,0.1277,0.6238,0.8135
2022-05-27,2282.T,-0.0096,1.6308,0.5324
2022-05-30,2282.T,0.1407,0.3482,0.2537
2022-05-30,2282.T,-0.8579,2.0444,0.5851
2022-06-02,2282.T,-0.0101,0.6577,0.5529
2022-06-02,2282.T,0.0769,0.8753,0.5542
2022-06-02,2282.T,-0.0816,0.5602,0.7157
2022-06-02,2282.T,0.1513,0.7268,0.9026
2022-06-06,2282.T,-0.0304,2.3796,0.3966
2022-07-08,2282.T,0.2784,0.4082,0.9589
2022-07-08,2282.T,0.1169,1.1924,0.682
2022-07-21,2282.T,0.4449,4.212,0.7204
2022-07-21,2282.T,0.0008,1.0744,0.5051
2022-07-21,2282.T,-0.4035,1.3365,0.7537
2022-07-22,2282.T,-0.3951,0.6435,0.88
2022-07-25,2282.T,0.3285,0.4226,0.3816
2022-07-25,2282.T,-0.1378,2.8134,0.1392
2022-07-28,2282.T,-0.5999,0.5617,0.5611
2022-07-28,2282.T,-0.7235,1.5489,0.7677
2022-07-28,2282.T,-0.4742,1.1147,0.1508
2022-07-28,2282.T,0.0188,1.0752,0.4734
2022-07-28,2282.T,-0.5216,2.0599,0.9708
2022-08-04,2282.T,-0.6115,0.3665,0.8257
2022-08-05,2282.T,-0.2575,0.4706,0.2293
2022-08-05,2282.T,-0.2181,0.4872,0.568
2022-08-05,2282.T,-0.0583,2.872,0.9305
2022-08-08,2282.T,0.3964,0.2178,0.987
2022-08-08,2282.T,0.4347,3.9377,0.5847
2022-08-08,2282.T,0.422,0.1676,0.7182
2022-08-08,2282.T,0.0342,0.7708,0.9571
2022-08-09,2282.T,-0.1532,0.9357,0.8346
2022-08-09,2282.T,0.071,0.407,0.2051
2022-08-09,2282.T,-0.2731,0.9054,0.7663
2022-08-10,2282.T,0.3587,0.2975,0.7255
2022-08-12,2282.T,0.7654,1.8886,0.6328
2022-08-18,2282.T,-0.1946,0.5701,0.6337
2022-08-26,2282.T,0.1429,0.9234,0.7401
2022-08-30,2282.T,-0.1578,0.431,0.8906
2022-08-30,2282.T,-0.2597,0.5477,0.6904
2022-09-02,2282.T,0.1405,0.347,0.3264
2022-09-02,2282.T,-0.1802,1.257,0.4745
2022-09-02,2282.T,-0.1006,0.5171,0.9044
2022-09-02,2282.T,-0.6763,0.7997,0.4436
2022-09-13,2282.T,-0.1171,1.2697,0.8067
2022-09-14,2282.T,-0.3853,2.1693,0.8019
2022-09-14,2282.T,0.1418,0.8753,0.4204
2022-09-15,2282.T,0.3927,2.0603,0.4663
2022-09-15,2282.T,-0.2526,0.6372,0.7298
2022-09-20,2282.T,0.2187,0.3868,0.6596
2022-09-20,2282.T,0.2198,1.2206,0.7732
2022-09-21,2282.T,-0.0517,0.4336,0.6791
2022-09-28,2282.T,-0.1284,1.3824,0.9365
2022-09-28,2282.T,-0.0175,2.7396,0.4647
2022-09-28,2282.T,-0.6657,2.4409,0.6083
2022-09-28,2282.T,-0.0637,0.491,0.5781
2022-09-28,2282.T,0.055,0.1,0.8103
2022-10-05,2282.T,-0.6938,0.8154,0.8109
2022-10-05,2282.T,-0.6995,1.4183,0.3099
2022-10-05,2282.T,-0.1378,1.7769,0.7995
2022-10-06,2282.T,-1.0,0.7654,0.3264
2022-10-06,2282.T,-0.3979,0.6332,0.5995
2022-10-07,2282.T,-0.1503,1.6359,0.4154
2022-10-07,2282.T,-1.0,4.4016,0.8918
2022-10-12,2282.T,-1.0,0.1098,0.6016
2022-10-12,2282.T,-0.2035,3.0308,0.6481
2022-10-12,2282.T,-1.0,2.5538,0.6631
2022-10-12,2282.T,-0.5518,1.5116,0.5753
2022-10-12,2282.T,-0.0411,1.1721,0.8578
2022-10-13,2282.T,-0.4506,0.4694,0.4397
2022-10-13,2282.T,-0.2367,0.5165,0.4351
2022-10-13,2282.T,-0.4335,0.5217,0.6864
2022-10-13,2282.T,-0.2159,1.0653,0.7732
2022-10-13,2282.T,-0.7425,1.3593,0.7821
2022-10-13,2282.T,-0.7422,0.5496,0.8746
2022-10-14,2282.T,0.1077,0.8727,0.6612
2022-10-18,2282.T,-0.118,0.6909,0.77
2022-10-18,2282.T,-0.215,1.0014,0.5204
2022-10-18,2282.T,-0.7343,0.7305,0.7536
2022-10-26,2282.T,-0.2309,0.7761,0.4325
2022-10-26,2282.T,-0.0268,0.759,0.4417
2022-10-26,2282.T,-0.247,1.326,0.6048
2022-10-26,2282.T,-0.3725,0.996,0.3495
2022-10-26,2282.T,0.5357,1.6509,0.6304
2022-10-27,2282.T,0.0105,0.8325,0.2968
2022-10-31,2282.T,0.5684,2.1191,0.6672
2022-11-01,2282.T,-0.6975,2.4304,0.9282
2022-11-15,2282.T,0.4939,0.6456,0.3444
2022-11-17,2282.T,0.3608,1.542,0.3994
2022-11-17,2282.T,-0.0005,1.1742,0.8803
2022-11-22,2282.T,1.0,1.5379,0.6636
2022-11-22,2282.T,0.224,1.6385,0.7289
2022-12-02,2282.T,-0.4176,0.6522,0.2183
2022-12-02,2282.T,-0.7085,1.0561,0.2915
2022-12-02,2282.T,-1.0,3.9554,0.5847
2022-12-02,2282.T,-0.1825,0.7619,0.8704
2022-12-06,2282.T,-0.0248,2.3393,0.6828
2022-12-06,2282.T,-0.0417,1.4076,0.8337
2022-12-06,2282.T,0.1522,2.1591,0.7766
2022-12-06,2282.T,-0.2761,1.6633,0.8565
2022-12-08,2282.T,-0.2218,0.9247,0.6772
2022-12-12,2282.T,-0.3309,1.4195,0.3224
2022-12-22,2282.T,0.3874,0.891,0.6646
2022-12-28,2282.T,0.4323,0.8659,0.3838
2022-12-30,2282.T,-0.5038,0.4302,0.6817
2023-01-04,2282.T,-0.1763,0.4044,0.9413
2023-01-10,2282.T,-0.6485,2.2732,0.6314
2023-01-13,2282.T,-0.1903,0.3813,0.4075
2023-01-13,2282.T,-0.8098,0.4057,0.4549
2023-01-18,2282.T,0.6612,2.1477,0.669
2023-01-18,2282.T,0.2101,1.212,0.1225
2023-01-20,2282.T,0.3372,0.3115,0.4879
2023-01-26,2282.T,0.8751,1.0424,0.6944
2023-01-26,2282.T,0.7879,1.4043,0.0756
2023-01-26,2282.T,1.0,2.8522,0.3248
2023-01-26,2282.T,0.5468,3.423,0.7242
2023-01-26,2282.T,0.2781,0.3523,0.9248
2023-01-26,2282.T,0.4795,0.5941,0.7941
2023-01-31,2282.T,0.7054,0.7787,0.3459
2023-01-31,2282.T,0.2461,0.2208,0.5936
2023-02-22,2282.T,0.358,2.4553,0.3718
2023-02-22,2282.T,-0.0994,3.1269,0.7723
2023-03-01,2282.T,-0.2125,1.6056,0.584
2023-03-01,2282.T,0.3173,0.4779,0.5217
2023-03-03,2282.T,0.2866,1.2896,0.3089
2023-03-03,2282.T,-0.1077,0.5772,0.3577
2023-03-16,2282.T,-0.4982,1.0753,0.7959
2023-03-20,2282.T,-0.2357,0.5684,0.8557
2023-03-27,2282.T,1.0,1.0179,0.6185
2023-03-27,2282.T,0.5741,6.2003,0.8335
2023-03-27,2282.T,0.4023,0.9392,0.4556
2023-03-28,2282.T,1.0,1.8189,0.7821
2023-04-05,2282.T,0.1209,1.5499,0.9109
2023-04-05,2282.T,-0.0124,0.4829,0.2415
2023-04-07,2282.T,0.3122,0.7411,0.6346
2023-04-07,2282.T,-0.2218,0.962,0.5649
2023-04-17,2282.T,0.2458,0.2896,0.2063
2023-04-21,2282.T,-0.1433,0.4651,0.4037
2023-04-21,2282.T,-0.2624,2.7656,0.7374
2023-04-24,2282.T,0.2656,0.6335,0.4273
2023-04-25,2282.T,0.4407,2.9646,0.7568
2023-04-26,2282.T,-0.0947,2.4824,0.3598
2023-04-26,2282.T,-0.1433,3.6817,0.7028
2023-04-26,2282.T,0.0527,1.2898,0.5533
2023-05-02,2282.T,0.6032,0.2248,0.4718
2023-05-22,2282.T,0.1095,1.1095,0.5596
2023-05-25,2282.T,0.6816,0.9998,0.6792
2023-05-25,2282.T,0.3509,0.6618,0.7768
2023-05-25,2282.T,-0.225,0.3055,0.7822
2023-05-25,2282.T,0.222,0.2865,0.7783
2023-05-29,2282.T,-0.0904,0.7704,0.7275
2023-05-30,2282.T,-0.0141,0.5263,0.323
2023-05-30,2282.T,0.5729,2.21,0.6252
2023-06-02,2282.T,-1.0,1.68,0.5348
2023-06-02,2282.T,-0.5589,1.6459,0.614
2023-06-09,2282.T,0.1214,1.8822,0.6044
2023-06-09,2282.T,0.6945,1.1381,0.4418
2023-06-09,2282.T,0.4993,0.4987,0.4933
2023-06-15,2282.T,0.8235,2.2586,0.6875
2023-06-15,2282.T,0.7126,1.1226,0.6166
2023-06-19,2282.T,-0.1903,0.9098,0.4426
2023-06-19,2282.T,-0.1389,1.424,0.4236
2023-06-20,2282.T,-0.0288,1.0007,0.9925
2023-06-20,2282.T,-0.0312,0.8246,0.2083
2023-06-20,2282.T,-0.0571,5.4855,0.7413
2023-06-22,2282.T,-0.312,0.1731,0.4661
2023-06-30,2282.T,0.0632,0.5213,0.9351
2023-06-30,2282.T,-0.3099,0.8196,0.4418
2023-06-30,2282.T,-0.2587,0.961,0.6193
2023-07-07,2282.T,0.3862,0.4733,0.4965
2023-07-10,2282.T,0.4851,0.9272,0.9664
2023-07-10,2282.T,0.3783,4.3468,0.329
2023-07-10,2282.T,0.2505,0.5959,0.6538
2023-07-10,2282.T,0.7646,1.551,0.1768
2023-07-10,2282.T,-0.4416,1.6962,0.6811
2023-07-11,2282.T,-0.0156,1.0751,0.3846
2023-07-14,2282.T,0.667,0.4099,0.5915
2023-07-14,2282.T,0.5389,0.4461,0.6022
2023-07-14,2282.T,0.5365,2.3071,0.5264
2023-07-19,2282.T,-0.1976,0.7143,0.6866
2023-07-19,2282.T,0.9656,0.6495,0.8613
2023-07-19,2282.T,0.1282,1.7434,0.77
2023-07-24,2282.T,0.4913,0.4609,0.7524
2023-07-24,2282.T,0.9387,4.2425,0.8622
2023-07-28,2282.T,-0.0303,0.9206,0.6901
2023-08-04,2282.T,0.8989,0.4062,0.4666
2023-08-04,2282.T,0.4787,1.4007,0.7892
2023-08-04,2282.T,0.821,0.3337,0.5798
2023-08-04,2282.T,1.0,0.8464,0.1253
2023-08-17,2282.T,0.335,0.3871,0.8351
2023-08-17,2282.T,0.6493,0.2536,0.6266
2023-08-17,2282.T,0.1384,0.9224,0.6615
2023-08-17,2282.T,-0.1295,1.4418,0.1508
2023-08-18,2282.T,0.1458,2.101,0.9246
2023-08-23,2282.T,0.0444,1.2437,0.754
2023-08-23,2282.T,0.2844,1.472,0.3616
2023-08-23,2282.T,0.19,0.8283,0.576
2023-08-25,2282.T,0.588,2.0876,0.4987
2023-08-25,2282.T,-0.0845,0.7252,0.4043
2023-09-04,2282.T,0.0929,0.8005,0.7966
2023-09-06,2282.T,0.1422,0.4452,0.704
2023-09-06,2282.T,0.5329,0.9594,0.5954
2023-09-06,2282.T,0.1271,1.3332,0.7383
2023-09-08,2282.T,-0.0936,1.3456,0.7425
2023-09-12,2282.T,-0.2474,1.9177,0.3956
2023-09-13,2282.T,0.3566,0.7913,0.569
2023-09-19,2282.T,0.1847,0.6904,0.5678
2023-09-26,2282.T,-0.3177,2.0574,0.7963
2023-09-26,2282.T,-0.0644,6.5394,0.3672
2023-09-26,2282.T,-0.2387,3.0752,0.5831
2023-09-27,2282.T,0.0168,0.9647,0.9524
2023-10-05,2282.T,-0.7313,1.8282,0.6634
2023-10-12,2282.T,-0.0506,1.7124,0.7193
2023-10-23,2282.T,0.2823,0.1886,0.6961
2023-10-23,2282.T,-0.3757,1.046,0.7511
2023-10-23,2282.T,-0.1175,0.5142,0.7659
2023-10-23,2282.T,0.462,1.4226,0.4458
2023-10-26,2282.T,0.3245,0.3166,0.7978
2023-11-24,2282.T,0.541,1.9465,0.7241
2023-11-24,2282.T,0.1714,0.7971,0.808
2023-12-12,2282.T,0.1938,0.8577,0.615
2023-12-12,2282.T,-0.1827,0.9026,0.3195
2023-12-12,2282.T,0.5171,0.4196,0.6311
2023-12-12,2282.T,0.7926,0.7479,0.5698
2023-12-12,2282.T,0.4617,1.2751,0.3229
2023-12-12,2282.T,0.3009,1.1497,0.5943
2023-12-14,2282.T,0.6471,0.4648,0.2202
2023-12-14,2282.T,0.1535,0.7443,0.8381
2023-12-15,2282.T,-0.2189,1.8101,0.6625
2023-12-15,2282.T,0.2191,1.0089,0.6917
2023-12-15,2282.T,0.1523,1.3532,0.6266
2023-12-15,2282.T,-0.3962,1.4537,0.441
2023-12-25,2282.T,0.6884,0.4059,0.3987
2023-12-25,2282.T,0.4961,0.4381,0.5641
2023-12-29,2282.T,0.7239,0.2997,0.244
2023-12-29,2282.T,0.873,0.8537,0.7828
2023-12-29,2282.T,0.0111,3.1483,0.4329
2024-01-09,2282.T,0.8414,1.1794,0.5828
2024-01-17,2282.T,0.2845,0.6058,0.5095
2024-01-17,2282.T,-0.4134,3.3421,0.9071
2024-01-17,2282.T,-0.2751,0.5043,0.8894
2024-01-17,2282.T,0.3238,0.6647,0.3201
2024-01-19,2282.T,-0.2754,0.4135,0.3595
2024-01-19,2282.T,0.0312,0.4388,0.1992
2024-01-19,2282.T,-0.4373,0.3444,0.9428
2024-01-19,2282.T,0.1012,1.5771,0.1173
2024-01-31,2282.T,0.533,0.9212,0.5579
2024-02-01,2282.T,0.5508,0.3701,0.6574
2024-02-14,2282.T,0.4008,1.3364,0.5635
2024-02-14,2282.T,0.8388,0.6582,0.4609
2024-02-14,2282.T,0.6272,1.8938,0.3838
2024-02-14,2282.T,0.4665,0.1268,0.8114
2024-02-15,2282.T,-0.2336,0.9594,0.4988
2024-02-15,2282.T,0.1422,1.3929,0.8927
2024-02-27,2282.T,0.3531,1.1966,0.2417
2024-03-06,2282.T,0.3945,1.2673,0.2203
2024-03-06,2282.T,0.3403,1.7926,0.6
2024-03-06,2282.T,-0.4311,0.7089,0.5052
2024-03-08,2282.T,-0.4018,0.8046,0.7505
2024-03-11,2282.T,0.2966,0.7591,0.7027
2024-03-11,2282.T,0.17,0.9603,0.8795
2024-03-19,2282.T,-0.0698,1.1996,0.8483
2024-03-19,2282.T,0.077,1.1152,0.4539
2024-03-22,2282.T,0.2005,2.9965,0.3782
2024-03-22,2282.T,0.3823,1.7979,0.6497
2024-03-22,2282.T,0.0433,5.0886,0.5521
2024-03-22,2282.T,0.0531,0.6158,0.6302
2024-03-27,2282.T,-0.0316,1.0932,0.7717
2024-03-27,2282.T,0.3345,0.6737,0.7599
2024-03-27,2282.T,0.1277,2.7343,0.2381
2024-03-27,2282.T,0.451,0.7039,0.632
2024-03-27,2282.T,-0.0349,2.2193,0.6789
2024-03-27,2282.T,-0.4865,1.4437,0.4764
2024-04-02,2282.T,-0.3718,0.21,0.2624
2024-04-02,2282.T,-0.0239,0.4447,0.451
2024-04-03,2282.T,-0.3509,0.8649,0.5269
2024-04-03,2282.T,-1.0,0.7165,0.6779
2024-04-05,2282.T,-0.9965,0.6764,0.7095
2024-04-08,2282.T,-0.3841,0.5869,0.8131
2024-04-11,2282.T,-0.1807,0.3485,0.8516
2024-04-11,2282.T,-0.2738,0.5705,0.9348
2024-04-11,2282.T,0.222,2.8165,0.4039
2024-04-11,2282.T,0.3291,0.4527,0.411
2024-04-11,2282.T,-0.14,1.0604,0.3582
2024-04-12,2282.T,0.165,0.1879,0.5293
2024-04-12,2282.T,0.4028,1.2509,0.6817
2024-04-12,2282.T,0.7715,0.8681,0.4662
2024-04-12,2282.T,0.4351,0.765,0.3676
2024-04-18,2282.T,-0.2315,0.6877,0.3114
2024-04-18,2282.T,0.3829,1.2918,0.4737
2024-04-19,2282.T,-0.0676,0.9575,0.3596
2024-04-19,2282.T,0.381,1.3788,0.7752
2024-04-19,2282.T,-0.0696,0.3189,0.485
2024-04-19,2282.T,0.5358,2.3622,0.4432
2024-04-22,2282.T,-0.0361,1.4995,0.8747
2024-04-22,2282.T,0.9057,1.2066,0.474
2024-04-24,2282.T,0.785,2.5978,0.1334
2024-04-24,2282.T,0.3118,0.1665,0.5285
2024-04-26,2282.T,-0.2579,0.2237,0.6068
2024-04-26,2282.T,0.2465,2.2653,0.751
2024-04-30,2282.T,-0.4607,4.7781,0.3094
2024-05-08,2282.T,-0.1667,0.5625,0.5565
2024-05-08,2282.T,0.6677,1.4487,0.6427
2024-05-09,2282.T,-0.4201,1.347,0.8302
2024-05-09,2282.T,-0.3218,0.9626,0.411
2024-05-13,2282.T,-0.3149,0.3768,0.3472
2024-05-16,2282.T,-0.5009,1.0271,0.758
2024-05-22,2282.T,0.3993,2.5424,0.6456
2024-05-22,2282.T,-0.503,2.8564,0.4719
2024-05-22,2282.T,-0.1859,0.8293,0.3068
2024-05-22,2282.T,0.003,2.467,0.5527
2024-05-22,2282.T,0.2477,0.7145,0.7795
2024-05-22,2282.T,0.0784,1.7954,0.6787
2024-05-29,2282.T,-0.3132,0.2596,0.3119
2024-06-03,2282.T,-0.5509,1.1821,0.5702
2024-06-03,2282.T,-0.5468,2.2012,0.3906
2024-06-03,2282.T,-0.7116,0.911,0.7127
2024-06-03,2282.T,-0.4479,1.057,0.3847
2024-06-05,2282.T,0.3559,0.3354,0.3288
2024-06-07,2282.T,0.2231,0.3024,0.4335
2024-06-07,2282.T,0.1771,0.6498,0.3419
2024-06-07,2282.T,-0.0671,0.822,0.4415
2024-06-07,2282.T,0.3484,0.9118,0.6
2024-06-14,2282.T,-0.7583,2.3771,0.4888
2024-06-14,2282.T,-0.2797,0.5593,0.6667
2024-06-14,2282.T,-0.2808,0.5847,0.8527
2024-06-18,2282.T,-0.9068,0.5882,0.367
2024-06-18,2282.T,-1.0,0.4628,0.6526
2024-06-18,2282.T,-0.7026,0.5887,0.903
2024-06-19,2282.T,0.131,2.4831,0.757
2024-06-20,2282.T,-0.3155,0.6621,0.3775
2024-06-25,2282.T,1.0,1.3157,0.7472
2024-06-25,2282.T,1.0,1.594,0.7022
2024-07-08,2282.T,-0.7338,1.8917,0.7229
2024-07-08,2282.T,0.1491,0.555,0.3434
2024-07-10,2282.T,-0.3134,3.3408,0.7117
2024-07-10,2282.T,0.7769,0.4532,0.4912
2024-07-10,2282.T,-0.3142,0.961,0.7983
2024-07-10,2282.T,0.2767,2.9999,0.8177
2024-07-11,2282.T,0.469,0.9704,0.4609
2024-07-11,2282.T,0.4091,0.6988,0.4248
2024-07-22,2282.T,0.4217,4.4473,0.6565
2024-07-22,2282.T,0.2497,0.146,0.3213
2024-07-22,2282.T,0.3127,0.6251,0.8671
2024-07-23,2282.T,-0.1768,0.7456,0.3598
2024-07-23,2282.T,0.2576,0.8609,0.5287
2024-07-23,2282.T,0.6281,0.8517,0.8132
2024-07-23,2282.T,0.2989,1.294,0.4875
2024-07-23,2282.T,0.1116,2.2519,0.6821
2024-07-23,2282.T,0.847,0.2144,0.4384
2024-07-24,2282.T,-0.4567,0.2826,0.1073
2024-08-08,2282.T,1.0,0.9195,0.6428
2024-08-14,2282.T,0.6614,1.2372,0.7538
2024-08-15,2282.T,0.9666,0.9861,0.7243
2024-08-15,2282.T,0.7874,1.2677,0.4435
2024-08-15,2282.T,1.0,0.9202,0.5841
2024-08-15,2282.T,0.374,3.1978,0.7113
2024-08-16,2282.T,0.8571,3.3454,0.4241
2024-08-16,2282.T,0.7902,0.5516,0.6247
2024-08-26,2282.T,0.5665,1.0727,0.6354
2024-08-27,2282.T,0.0611,0.2971,0.807
2024-09-13,2282.T,-0.1726,7.5255,0.1481
2024-09-13,2282.T,-0.5791,1.1625,0.384
2024-09-20,2282.T,-0.6303,1.1321,0.7118
2024-09-20,2282.T,0.1031,0.5823,0.1252
2024-09-20,2282.T,0.4056,1.0767,0.6128
2024-09-20,2282.T,0.0511,2.0259,0.1827
2024-09-25,2282.T,-0.1987,0.9353,0.3624
2024-09-25,2282.T,-0.05,1.2093,0.4859
2024-09-30,2282.T,0.31,0.6922,0.3905
2024-09-30,2282.T,-0.0594,0.9719,0.8192
2024-10-24,2282.T,0.2389,0.4697,0.924
2024-10-24,2282.T,-0.5692,1.3069,0.4224
2024-10-24,2282.T,0.7824,1.2744,0.3295
2024-10-24,2282.T,0.1941,1.2445,0.4385
2024-10-29,2282.T,-0.3159,1.4137,0.8388
2024-10-31,2282.T,0.4981,0.2214,0.6523
2024-10-31,2282.T,0.5749,1.0364,0.5056
2024-10-31,2282.T,0.4534,1.114,0.7759
2024-10-31,2282.T,0.6533,5.2913,0.5947
2024-10-31,2282.T,0.0492,0.448,0.5851
2024-11-11,2282.T,-1.0,2.1856,0.8406
2024-11-11,2282.T,-0.6335,2.6449,0.7997
2024-11-19,2282.T,0.3726,0.9942,0.568
2024-11-19,2282.T,0.1403,0.5348,0.3069
2024-11-20,2282.T,0.9365,1.5176,0.6234
2024-11-20,2282.T,0.4802,5.54,0.611
2024-11-20,2282.T,0.3498,0.8638,0.442
2024-11-25,2282.T,0.3689,4.9363,0.8308
2024-12-03,2282.T,0.2692,0.7115,0.7423
2024-12-06,2282.T,-0.4121,0.2253,0.3218
2024-12-06,2282.T,-0.6115,1.5761,0.3771
2024-12-11,2282.T,-0.0029,1.0963,0.1704
2024-12-11,2282.T,-0.3989,2.4369,0.5336
2024-12-11,2282.T,0.3758,0.9867,0.7576
2024-12-11,2282.T,0.4583,0.7829,0.8302
2024-12-19,2282.T,-0.1907,0.8433,0.317
2024-12-23,2282.T,-0.8781,0.4016,0.3498
2025-01-10,2282.T,-1.0,0.5287,0.7472
2025-01-10,2282.T,-0.7407,0.5976,0.4253
2025-01-10,2282.T,-0.6985,0.2429,0.7207
2025-01-10,2282.T,-0.3692,0.3138,0.6091
2025-01-16,2282.T,0.1362,0.7283,0.764
2025-01-27,2282.T,0.9952,0.8695,0.7053
2025-01-28,2282.T,0.3694,1.0001,0.4021
2025-01-28,2282.T,0.914,0.1558,0.6088
2025-01-28,2282.T,0.31,0.2901,0.5753
2025-01-28,2282.T,0.843,0.9574,0.6925
2025-01-28,2282.T,1.0,0.293,0.3701
2025-01-31,2282.T,0.297,1.3738,0.7997
2025-01-31,2282.T,0.7798,0.4291,0.7783
2025-02-05,2282.T,-1.0,0.8766,0.7085
2025-02-05,2282.T,-1.0,1.2764,0.8285
2025-02-05,2282.T,-1.0,3.43,0.3822
2025-02-05,2282.T,-1.0,0.6935,0.4586
2025-02-10,2282.T,0.1798,0.3006,0.7036
2025-02-10,2282.T,0.5848,1.348,0.296
2025-02-10,2282.T,0.0766,0.5275,0.6457
2025-02-10,2282.T,-0.2,1.2858,0.8102
2025-02-10,2282.T,0.1378,1.1013,0.5973
2025-02-12,2282.T,0.1055,1.2913,0.9163
2025-02-13,2282.T,0.5038,0.6931,0.715
2025-02-18,2282.T,0.3725,0.904,0.6778
2025-02-18,2282.T,0.5046,2.5934,0.9646
2025-02-19,2282.T,0.9866,2.4113,0.474
2025-02-19,2282.T,0.4268,3.061,0.7198
2025-02-19,2282.T,-0.3033,4.3141,0.597
2025-02-19,2282.T,0.4097,1.2083,0.3927
2025-02-25,2282.T,-0.1783,1.974,0.6925
2025-02-26,2282.T,0.3369,0.7601,0.4733
2025-03-06,2282.T,0.8414,3.1718,0.8892
2025-03-06,2282.T,-0.0116,1.7312,0.9014
2025-03-06,2282.T,1.0,1.6286,0.6617
2025-03-18,2282.T,0.7139,0.778,0.7295
2025-03-18,2282.T,0.7554,1.1044,0.5564
2025-04-07,2282.T,0.0387,1.631,0.7511
2025-04-16,2282.T,1.0,3.5245,0.2249
2025-04-16,2282.T,0.3221,0.1,0.942
2025-04-16,2282.T,1.0,0.4221,0.6472
2025-04-16,2282.T,0.33,0.6369,0.4714
2025-04-16,2282.T,1.0,3.0371,0.8692
2025-04-23,2282.T,0.6939,0.2152,0.4163
2025-04-30,2282.T,-0.8343,2.5,0.2202
2025-05-02,2282.T,0.7946,1.3465,0.277
2025-05-02,2282.T,1.0,1.6269,0.7928
2025-05-08,2282.T,0.4245,1.0221,0.5216
2025-05-08,2282.T,-0.1445,0.854,0.3637
2025-05-08,2282.T,-0.1005,1.6406,0.4238
2025-05-09,2282.T,1.0,1.1962,0.5833
2025-05-09,2282.T,0.8178,0.305,0.4
2025-05-13,2282.T,-0.5596,1.116,0.3679
2025-05-13,2282.T,-0.4117,3.4583,0.6079
2025-05-14,2282.T,-0.6738,1.8676,0.6481
2025-05-15,2282.T,-0.7307,0.8875,0.5987
2025-05-15,2282.T,-0.6789,1.2539,0.5305
2025-05-16,2282.T,-0.7514,0.8078,0.6329
2025-05-16,2282.T,-0.8718,0.6676,0.4341
2025-05-16,2282.T,-0.2825,0.8892,0.5382
2025-05-20,2282.T,0.3818,0.4303,0.4785
2025-05-27,2282.T,-0.0181,0.4495,0.5374
2025-05-27,2282.T,0.1092,0.1274,0.6303
2025-05-27,2282.T,-1.0,3.4763,0.9334
2025-05-27,2282.T,-0.739,1.2083,0.5727
2025-05-28,2282.T,-0.5455,1.0311,0.7363
2025-05-28,2282.T,-0.3118,0.5268,0.8106
2025-06-12,2282.T,-0.7408,0.6604,0.7159
2025-06-27,2282.T,0.0512,2.9315,0.8043
2025-06-27,2282.T,-0.4769,6.7886,0.5134
2025-06-30,2282.T,0.8692,0.468,0.8198
2025-07-02,2282.T,0.1987,0.8071,0.5787
2025-07-04,2282.T,-0.0174,1.4724,0.6861
2025-07-04,2282.T,0.0779,2.899,0.4728
2025-07-04,2282.T,0.4395,1.941,0.6202
2025-07-09,2282.T,-1.0,1.3056,0.4578
2025-07-23,2282.T,0.5973,1.696,0.8192
2025-07-23,2282.T,-0.064,0.8868,0.332
2025-07-23,2282.T,-0.3594,1.1319,0.7735
2025-07-24,2282.T,0.1394,3.5748,0.454
2025-07-24,2282.T,0.3656,0.4718,0.7214
2025-07-24,2282.T,0.2951,0.4412,0.0729
2025-08-05,2282.T,1.0,1.1483,0.4198
2025-08-05,2282.T,1.0,1.1161,0.6312
2025-08-05,2282.T,0.5082,1.8077,0.9127
2025-08-05,2282.T,0.5087,2.7179,0.6504
2025-08-08,2282.T,1.0,1.6441,0.8798
2025-08-08,2282.T,0.3567,1.551,0.6112
2025-08-14,2282.T,0.4816,0.8996,0.3416
2025-08-26,2282.T,0.0748,2.2671,0.6677
2025-08-26,2282.T,0.7115,3.3338,0.6917
2025-08-26,2282.T,0.234,2.4064,0.8538
2025-09-01,2282.T,-0.1081,0.8039,0.7521
2025-09-05,2282.T,0.53,1.6834,0.3607
2025-09-05,2282.T,0.7639,0.1447,0.7732
2025-09-05,2282.T,0.238,0.4311,0.8252
2025-09-08,2282.T,0.639,0.954,0.3176
